id,category_id,brand_id,name,model,description,image_url,specifications
13,1,4,Apple MacBook Pro 14BR27,MacBook Pro-14BR27,"Portátil Apple MacBook Pro con procesador Apple M2 Pro, 64GB RAM, 512GB SSD, pantalla de 17.3"".",https://images.unsplash.com/photo-1453928582365-b6ad33cbcf64?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8MTR8fGxhcHRvcCUyMGNvbXB1dGVyfGVufDB8fHx8MTc3MzQ1NzQ0OHww&ixlib=rb-4.1.0&q=80&w=400,"{""processor"": ""Apple M2 Pro"", ""ram_gb"": 64, ""storage"": ""512GB SSD"", ""screen_size"": ""17.3\"""", ""operating_system"": ""macOS Sonoma"", ""gpu"": null, ""weight_kg"": 2.6, ""battery_hours"": 6}"
14,1,18,Lenovo Legion 14DS99,Legion-14DS99,"Portátil Lenovo Legion con procesador AMD Ryzen 9 7945HX, 16GB RAM, 256GB SSD, pantalla de 17.3"".",https://images.unsplash.com/photo-1611186871348-b1ce696e52c9?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8MTV8fGxhcHRvcCUyMGNvbXB1dGVyfGVufDB8fHx8MTc3MzQ1NzQ0OHww&ixlib=rb-4.1.0&q=80&w=400,"{""processor"": ""AMD Ryzen 9 7945HX"", ""ram_gb"": 16, ""storage"": ""256GB SSD"", ""screen_size"": ""17.3\"""", ""operating_system"": ""Windows 11 Home"", ""gpu"": ""NVIDIA GeForce RTX 4060"", ""weight_kg"": 1.6, ""battery_hours"": 9}"
15,1,18,Lenovo Legion 14GQ91,Legion-14GQ91,"Portátil Lenovo Legion con procesador Intel Core i9-13980HX, 8GB RAM, 512GB SSD + 1TB HDD, pantalla de 16"".",https://images.unsplash.com/photo-1496181133206-80ce9b88a853?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8MTZ8fGxhcHRvcCUyMGNvbXB1dGVyfGVufDB8fHx8MTc3MzQ1NzQ0OHww&ixlib=rb-4.1.0&q=80&w=400,"{""processor"": ""Intel Core i9-13980HX"", ""ram_gb"": 8, ""storage"": ""512GB SSD + 1TB HDD"", ""screen_size"": ""16\"""", ""operating_system"": ""Windows 11 Pro"", ""gpu"": ""NVIDIA GeForce RTX 4080"", ""weight_kg"": 2.6, ""battery_hours"": 11}"
16,1,18,Lenovo IdeaPad 17HK21,IdeaPad-17HK21,"Portátil Lenovo IdeaPad con procesador AMD Ryzen 5 7520U, 16GB RAM, 2TB SSD, pantalla de 13.3"".",https://plus.unsplash.com/premium_photo-1673548917361-12f3c0cf51a9?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8MTd8fGxhcHRvcCUyMGNvbXB1dGVyfGVufDB8fHx8MTc3MzQ1NzQ0OHww&ixlib=rb-4.1.0&q=80&w=400,"{""processor"": ""AMD Ryzen 5 7520U"", ""ram_gb"": 16, ""storage"": ""2TB SSD"", ""screen_size"": ""13.3\"""", ""operating_system"": ""Windows 11 Home"", ""gpu"": ""NVIDIA GeForce RTX 3050"", ""weight_kg"": 1.7, ""battery_hours"": 10}"
17,1,11,HP Omen 16HS66,Omen-16HS66,"Portátil HP Omen con procesador Intel Core i7-13700H, 32GB RAM, 512GB SSD, pantalla de 13.3"".",https://images.unsplash.com/photo-1611078489935-0cb964de46d6?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8MTh8fGxhcHRvcCUyMGNvbXB1dGVyfGVufDB8fHx8MTc3MzQ1NzQ0OHww&ixlib=rb-4.1.0&q=80&w=400,"{""processor"": ""Intel Core i7-13700H"", ""ram_gb"": 32, ""storage"": ""512GB SSD"", ""screen_size"": ""13.3\"""", ""operating_system"": ""Windows 11 Home"", ""gpu"": null, ""weight_kg"": 1.7, ""battery_hours"": 4}"
18,1,18,Lenovo Yoga 14CK62,Yoga-14CK62,"Portátil Lenovo Yoga con procesador AMD Ryzen 5 7640HS, 16GB RAM, 1TB SSD, pantalla de 14"".",https://images.unsplash.com/photo-1678013815462-e05a1290eabf?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8MTl8fGxhcHRvcCUyMGNvbXB1dGVyfGVufDB8fHx8MTc3MzQ1NzQ0OHww&ixlib=rb-4.1.0&q=80&w=400,"{""processor"": ""AMD Ryzen 5 7640HS"", ""ram_gb"": 16, ""storage"": ""1TB SSD"", ""screen_size"": ""14\"""", ""operating_system"": ""Windows 11 Home"", ""gpu"": ""NVIDIA GeForce RTX 4060"", ""weight_kg"": 1.9, ""battery_hours"": 13}"
19,1,11,HP Victus 14GQ87,Victus-14GQ87,"Portátil HP Victus con procesador Intel Core Ultra 9 185H, 32GB RAM, 512GB SSD + 1TB HDD, pantalla de 17.3"".",https://images.unsplash.com/photo-1498049860654-af1a5c566876?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8MjB8fGxhcHRvcCUyMGNvbXB1dGVyfGVufDB8fHx8MTc3MzQ1NzQ0OHww&ixlib=rb-4.1.0&q=80&w=400,"{""processor"": ""Intel Core Ultra 9 185H"", ""ram_gb"": 32, ""storage"": ""512GB SSD + 1TB HDD"", ""screen_size"": ""17.3\"""", ""operating_system"": ""Windows 11 Pro"", ""gpu"": ""AMD Radeon RX 7600S"", ""weight_kg"": 1.6, ""battery_hours"": 5}"
20,1,28,Samsung Galaxy Book 14GK94,Galaxy Book-14GK94,"Portátil Samsung Galaxy Book con procesador Intel Core i7-13650HX, 8GB RAM, 2TB SSD, pantalla de 14"".",https://images.unsplash.com/photo-1511385348-a52b4a160dc2?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8Mnx8bGFwdG9wJTIwY29tcHV0ZXJ8ZW58MHx8fHwxNzczNDU3NDQ4fDA&ixlib=rb-4.1.0&q=80&w=400,"{""processor"": ""Intel Core i7-13650HX"", ""ram_gb"": 8, ""storage"": ""2TB SSD"", ""screen_size"": ""14\"""", ""operating_system"": ""Windows 11 Pro"", ""gpu"": ""AMD Radeon Graphics"", ""weight_kg"": 2.6, ""battery_hours"": 11}"
21,1,11,HP Victus 17DS80,Victus-17DS80,"Portátil HP Victus con procesador Intel Core Ultra 9 185H, 64GB RAM, 1TB SSD, pantalla de 17.3"".",https://images.unsplash.com/photo-1618424181497-157f25b6ddd5?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8M3x8bGFwdG9wJTIwY29tcHV0ZXJ8ZW58MHx8fHwxNzczNDU3NDQ4fDA&ixlib=rb-4.1.0&q=80&w=400,"{""processor"": ""Intel Core Ultra 9 185H"", ""ram_gb"": 64, ""storage"": ""1TB SSD"", ""screen_size"": ""17.3\"""", ""operating_system"": ""Windows 11 Home"", ""gpu"": ""NVIDIA GeForce RTX 4050"", ""weight_kg"": 1.4, ""battery_hours"": 7}"
22,1,11,HP Envy 14HP53,Envy-14HP53,"Portátil HP Envy con procesador Intel Core Ultra 9 185H, 64GB RAM, 256GB SSD, pantalla de 15.6"".",https://images.unsplash.com/photo-1541807084-5c52b6b3adef?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8NHx8bGFwdG9wJTIwY29tcHV0ZXJ8ZW58MHx8fHwxNzczNDU3NDQ4fDA&ixlib=rb-4.1.0&q=80&w=400,"{""processor"": ""Intel Core Ultra 9 185H"", ""ram_gb"": 64, ""storage"": ""256GB SSD"", ""screen_size"": ""15.6\"""", ""operating_system"": ""Windows 11 Home"", ""gpu"": ""AMD Radeon Graphics"", ""weight_kg"": 2.2, ""battery_hours"": 10}"
23,1,4,Apple MacBook Air 17EK69,MacBook Air-17EK69,"Portátil Apple MacBook Air con procesador Apple M3 Max, 16GB RAM, 2TB SSD, pantalla de 17.3"".",https://plus.unsplash.com/premium_photo-1670071482446-b69ddbde30e6?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8NXx8bGFwdG9wJTIwY29tcHV0ZXJ8ZW58MHx8fHwxNzczNDU3NDQ4fDA&ixlib=rb-4.1.0&q=80&w=400,"{""processor"": ""Apple M3 Max"", ""ram_gb"": 16, ""storage"": ""2TB SSD"", ""screen_size"": ""17.3\"""", ""operating_system"": ""macOS Sonoma"", ""gpu"": null, ""weight_kg"": 2.6, ""battery_hours"": 14}"
24,1,3,Acer Swift 16CL47,Swift-16CL47,"Portátil Acer Swift con procesador Intel Core i7-1365U, 16GB RAM, 256GB SSD, pantalla de 14"".",https://images.unsplash.com/photo-1491472253230-a044054ca35f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8Nnx8bGFwdG9wJTIwY29tcHV0ZXJ8ZW58MHx8fHwxNzczNDU3NDQ4fDA&ixlib=rb-4.1.0&q=80&w=400,"{""processor"": ""Intel Core i7-1365U"", ""ram_gb"": 16, ""storage"": ""256GB SSD"", ""screen_size"": ""14\"""", ""operating_system"": ""Windows 11 Home"", ""gpu"": ""NVIDIA GeForce RTX 4070"", ""weight_kg"": 1.7, ""battery_hours"": 10}"
25,1,4,Apple MacBook Pro 17FP84,MacBook Pro-17FP84,"Portátil Apple MacBook Pro con procesador Apple M3 Max, 32GB RAM, 256GB SSD, pantalla de 13.3"".",https://images.unsplash.com/photo-1588872657578-7efd1f1555ed?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8N3x8bGFwdG9wJTIwY29tcHV0ZXJ8ZW58MHx8fHwxNzczNDU3NDQ4fDA&ixlib=rb-4.1.0&q=80&w=400,"{""processor"": ""Apple M3 Max"", ""ram_gb"": 32, ""storage"": ""256GB SSD"", ""screen_size"": ""13.3\"""", ""operating_system"": ""macOS Sonoma"", ""gpu"": null, ""weight_kg"": 1.8, ""battery_hours"": 14}"
26,1,3,Acer Predator 16AR45,Predator-16AR45,"Portátil Acer Predator con procesador Intel Core i7-1355U, 16GB RAM, 1TB SSD, pantalla de 14"".",https://images.unsplash.com/photo-1577375729152-4c8b5fcda381?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8OHx8bGFwdG9wJTIwY29tcHV0ZXJ8ZW58MHx8fHwxNzczNDU3NDQ4fDA&ixlib=rb-4.1.0&q=80&w=400,"{""processor"": ""Intel Core i7-1355U"", ""ram_gb"": 16, ""storage"": ""1TB SSD"", ""screen_size"": ""14\"""", ""operating_system"": ""Windows 11 Pro"", ""gpu"": ""Intel Iris Xe"", ""weight_kg"": 1.5, ""battery_hours"": 5}"
27,1,20,MSI Katana 15AP68,Katana-15AP68,"Portátil MSI Katana con procesador AMD Ryzen 5 7520U, 64GB RAM, 2TB SSD, pantalla de 16"".",https://plus.unsplash.com/premium_photo-1661414488218-abfc3b1a3bbe?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8OXx8bGFwdG9wJTIwY29tcHV0ZXJ8ZW58MHx8fHwxNzczNDU3NDQ4fDA&ixlib=rb-4.1.0&q=80&w=400,"{""processor"": ""AMD Ryzen 5 7520U"", ""ram_gb"": 64, ""storage"": ""2TB SSD"", ""screen_size"": ""16\"""", ""operating_system"": ""Windows 11 Home"", ""gpu"": ""NVIDIA GeForce RTX 3050"", ""weight_kg"": 2.2, ""battery_hours"": 4}"
28,1,28,Samsung Galaxy Book Pro 17FS61,Galaxy Book Pro-17FS61,"Portátil Samsung Galaxy Book Pro con procesador AMD Ryzen 5 7640HS, 8GB RAM, 512GB SSD + 1TB HDD, pantalla de 15.6"".",https://images.unsplash.com/photo-1542393545-10f5cde2c810?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8MTB8fGxhcHRvcCUyMGNvbXB1dGVyfGVufDB8fHx8MTc3MzQ1NzQ0OHww&ixlib=rb-4.1.0&q=80&w=400,"{""processor"": ""AMD Ryzen 5 7640HS"", ""ram_gb"": 8, ""storage"": ""512GB SSD + 1TB HDD"", ""screen_size"": ""15.6\"""", ""operating_system"": ""Windows 11 Pro"", ""gpu"": ""NVIDIA GeForce RTX 3050"", ""weight_kg"": 1.9, ""battery_hours"": 5}"
29,1,2,Asus TUF Gaming 15BQ81,TUF Gaming-15BQ81,"Portátil Asus TUF Gaming con procesador AMD Ryzen 5 7640HS, 8GB RAM, 512GB SSD + 1TB HDD, pantalla de 17.3"".",https://images.unsplash.com/photo-1555117391-6c0795768da8?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8MTF8fGxhcHRvcCUyMGNvbXB1dGVyfGVufDB8fHx8MTc3MzQ1NzQ0OHww&ixlib=rb-4.1.0&q=80&w=400,"{""processor"": ""AMD Ryzen 5 7640HS"", ""ram_gb"": 8, ""storage"": ""512GB SSD + 1TB HDD"", ""screen_size"": ""17.3\"""", ""operating_system"": ""Windows 11 Pro"", ""gpu"": ""NVIDIA GeForce RTX 4080"", ""weight_kg"": 1.8, ""battery_hours"": 8}"
30,1,11,HP Pavilion 17GP37,Pavilion-17GP37,"Portátil HP Pavilion con procesador Intel Core i3-1315U, 8GB RAM, 256GB SSD, pantalla de 16"".",https://images.unsplash.com/photo-1527800792452-506aacb2101f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8MTJ8fGxhcHRvcCUyMGNvbXB1dGVyfGVufDB8fHx8MTc3MzQ1NzQ0OHww&ixlib=rb-4.1.0&q=80&w=400,"{""processor"": ""Intel Core i3-1315U"", ""ram_gb"": 8, ""storage"": ""256GB SSD"", ""screen_size"": ""16\"""", ""operating_system"": ""Windows 11 Home"", ""gpu"": ""NVIDIA GeForce RTX 4050"", ""weight_kg"": 2.4, ""battery_hours"": 5}"
31,1,8,Dell G Series 16GR91,G Series-16GR91,"Portátil Dell G Series con procesador AMD Ryzen 5 7520U, 64GB RAM, 256GB SSD, pantalla de 13.3"".",https://plus.unsplash.com/premium_photo-1671247953201-2fdc17af6692?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8MTN8fGxhcHRvcCUyMGNvbXB1dGVyfGVufDB8fHx8MTc3MzQ1NzQ0OHww&ixlib=rb-4.1.0&q=80&w=400,"{""processor"": ""AMD Ryzen 5 7520U"", ""ram_gb"": 64, ""storage"": ""256GB SSD"", ""screen_size"": ""13.3\"""", ""operating_system"": ""Windows 11 Pro"", ""gpu"": ""NVIDIA GeForce RTX 3050"", ""weight_kg"": 1.9, ""battery_hours"": 5}"
32,1,11,HP ProBook 15HS82,ProBook-15HS82,"Portátil HP ProBook con procesador Intel Core i7-1365U, 32GB RAM, 512GB SSD, pantalla de 15.6"".",https://images.unsplash.com/photo-1453928582365-b6ad33cbcf64?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8MTR8fGxhcHRvcCUyMGNvbXB1dGVyfGVufDB8fHx8MTc3MzQ1NzQ0OHww&ixlib=rb-4.1.0&q=80&w=400,"{""processor"": ""Intel Core i7-1365U"", ""ram_gb"": 32, ""storage"": ""512GB SSD"", ""screen_size"": ""15.6\"""", ""operating_system"": ""Windows 11 Home"", ""gpu"": ""NVIDIA GeForce RTX 4050"", ""weight_kg"": 2.4, ""battery_hours"": 11}"
33,1,28,Samsung Galaxy Book Pro 14DS66,Galaxy Book Pro-14DS66,"Portátil Samsung Galaxy Book Pro con procesador Intel Core i5-1340P, 8GB RAM, 1TB SSD, pantalla de 14"".",https://images.unsplash.com/photo-1611186871348-b1ce696e52c9?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8MTV8fGxhcHRvcCUyMGNvbXB1dGVyfGVufDB8fHx8MTc3MzQ1NzQ0OHww&ixlib=rb-4.1.0&q=80&w=400,"{""processor"": ""Intel Core i5-1340P"", ""ram_gb"": 8, ""storage"": ""1TB SSD"", ""screen_size"": ""14\"""", ""operating_system"": ""Windows 11 Home"", ""gpu"": ""Intel Iris Xe"", ""weight_kg"": 2.0, ""battery_hours"": 13}"
34,1,11,HP ProBook 16CL92,ProBook-16CL92,"Portátil HP ProBook con procesador Intel Core i9-13980HX, 16GB RAM, 512GB SSD + 1TB HDD, pantalla de 14"".",https://images.unsplash.com/photo-1496181133206-80ce9b88a853?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8MTZ8fGxhcHRvcCUyMGNvbXB1dGVyfGVufDB8fHx8MTc3MzQ1NzQ0OHww&ixlib=rb-4.1.0&q=80&w=400,"{""processor"": ""Intel Core i9-13980HX"", ""ram_gb"": 16, ""storage"": ""512GB SSD + 1TB HDD"", ""screen_size"": ""14\"""", ""operating_system"": ""Windows 11 Pro"", ""gpu"": ""AMD Radeon RX 7600S"", ""weight_kg"": 2.3, ""battery_hours"": 12}"
35,1,4,Apple MacBook Air 17FN66,MacBook Air-17FN66,"Portátil Apple MacBook Air con procesador Apple M2 Pro, 16GB RAM, 512GB SSD, pantalla de 17.3"".",https://plus.unsplash.com/premium_photo-1673548917361-12f3c0cf51a9?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8MTd8fGxhcHRvcCUyMGNvbXB1dGVyfGVufDB8fHx8MTc3MzQ1NzQ0OHww&ixlib=rb-4.1.0&q=80&w=400,"{""processor"": ""Apple M2 Pro"", ""ram_gb"": 16, ""storage"": ""512GB SSD"", ""screen_size"": ""17.3\"""", ""operating_system"": ""macOS Sonoma"", ""gpu"": null, ""weight_kg"": 2.2, ""battery_hours"": 11}"
