id,product_id,store_id,price,original_price,currency,availability,url,last_updated
47,12,3,7320900,8484900,COP,disponible,https://www.falabella.com.co/producto/12,2026-03-06
48,13,4,7260900,9351900,COP,pocas_unidades,https://www.mercadolibre.com.co/producto/13,2026-03-08
49,13,3,7591990,9777990,COP,disponible,https://www.falabella.com.co/producto/13,2026-03-02
50,14,5,5545000,7081900,COP,agotado,https://www.amazon.com.co/producto/14,2026-03-06
51,14,1,4877990,,COP,disponible,https://www.alkosto.com/producto/14,2026-03-02
52,14,4,5753000,,COP,pocas_unidades,https://www.mercadolibre.com.co/producto/14,2026-03-03
53,15,4,5829900,7187000,COP,pocas_unidades,https://www.mercadolibre.com.co/producto/15,2026-03-07
54,15,2,5925900,6890900,COP,disponible,https://www.exito.com/producto/15,2026-03-03
55,15,3,5139900,5815900,COP,disponible,https://www.falabella.com.co/producto/15,2026-03-09
56,15,5,4931000,,COP,pocas_unidades,https://www.amazon.com.co/producto/15,2026-03-01
57,16,3,4925900,5481900,COP,disponible,https://www.falabella.com.co/producto/16,2026-03-01
58,16,5,4567990,,COP,disponible,https://www.amazon.com.co/producto/16,2026-03-01
59,16,2,4731900,5666990,COP,disponible,https://www.exito.com/producto/16,2026-03-03
60,16,4,4534990,5171000,COP,pocas_unidades,https://www.mercadolibre.com.co/producto/16,2026-03-12
61,17,4,4500900,5639000,COP,agotado,https://www.mercadolibre.com.co/producto/17,2026-03-11
62,17,1,3846900,,COP,disponible,https://www.alkosto.com/producto/17,2026-02-28
63,17,5,4784900,5554990,COP,disponible,https://www.amazon.com.co/producto/17,2026-03-06
64,18,1,3999990,,COP,pocas_unidades,https://www.alkosto.com/producto/18,2026-02-28
65,18,2,4782990,5672990,COP,disponible,https://www.exito.com/producto/18,2026-02-26
66,18,4,4106900,4628990,COP,disponible,https://www.mercadolibre.com.co/producto/18,2026-02-26
67,19,5,4655990,5647000,COP,agotado,https://www.amazon.com.co/producto/19,2026-03-10
68,19,1,5360900,,COP,disponible,https://www.alkosto.com/producto/19,2026-03-05
69,19,3,5176900,,COP,disponible,https://www.falabella.com.co/producto/19,2026-03-07
70,20,2,3497990,3787000,COP,pocas_unidades,https://www.exito.com/producto/20,2026-03-05
71,20,3,3209900,,COP,pocas_unidades,https://www.falabella.com.co/producto/20,2026-03-03
72,20,4,3446000,4093900,COP,agotado,https://www.mercadolibre.com.co/producto/20,2026-03-09
73,21,5,7505900,8441990,COP,agotado,https://www.amazon.com.co/producto/21,2026-03-03
74,21,2,8093990,9479000,COP,pocas_unidades,https://www.exito.com/producto/21,2026-03-04
75,21,1,7797000,,COP,disponible,https://www.alkosto.com/producto/21,2026-03-01
76,21,4,7812900,9658900,COP,agotado,https://www.mercadolibre.com.co/producto/21,2026-03-06
77,21,3,8892990,9420990,COP,disponible,https://www.falabella.com.co/producto/21,2026-03-03
78,22,3,5173990,,COP,disponible,https://www.falabella.com.co/producto/22,2026-02-26
79,22,4,4541900,4880900,COP,disponible,https://www.mercadolibre.com.co/producto/22,2026-03-05
80,22,2,4658900,5819000,COP,disponible,https://www.exito.com/producto/22,2026-03-07
81,22,5,4409990,5381990,COP,disponible,https://www.amazon.com.co/producto/22,2026-03-10
82,23,1,6223900,,COP,agotado,https://www.alkosto.com/producto/23,2026-03-09
83,23,4,6533900,7795990,COP,agotado,https://www.mercadolibre.com.co/producto/23,2026-03-08
84,23,2,5470900,6517900,COP,disponible,https://www.exito.com/producto/23,2026-02-26
85,23,3,5854000,,COP,disponible,https://www.falabella.com.co/producto/23,2026-03-09
86,24,2,6359000,,COP,agotado,https://www.exito.com/producto/24,2026-03-05
87,24,3,5359000,,COP,agotado,https://www.falabella.com.co/producto/24,2026-03-05
88,24,4,5070990,,COP,disponible,https://www.mercadolibre.com.co/producto/24,2026-03-01
89,25,1,6242900,,COP,disponible,https://www.alkosto.com/producto/25,2026-03-08
90,25,2,5213900,,COP,agotado,https://www.exito.com/producto/25,2026-03-08
91,25,4,5212990,,COP,disponible,https://www.mercadolibre.com.co/producto/25,2026-03-10
92,25,5,5706990,7050990,COP,disponible,https://www.amazon.com.co/producto/25,2026-02-26
93,25,3,5179900,,COP,disponible,https://www.falabella.com.co/producto/25,2026-03-08
94,26,4,3670990,,COP,disponible,https://www.mercadolibre.com.co/producto/26,2026-03-09
95,26,1,4349990,5451990,COP,pocas_unidades,https://www.alkosto.com/producto/26,2026-03-07
96,26,3,4381990,5540990,COP,disponible,https://www.falabella.com.co/producto/26,2026-03-10
97,26,5,4393900,,COP,disponible,https://www.amazon.com.co/producto/26,2026-03-12
98,26,2,3820990,4027000,COP,disponible,https://www.exito.com/producto/26,2026-03-12
99,27,4,6534900,6994990,COP,disponible,https://www.mercadolibre.com.co/producto/27,2026-03-10
100,27,5,6075990,6874990,COP,disponible,https://www.amazon.com.co/producto/27,2026-03-04
101,28,3,2980900,3202000,COP,disponible,https://www.falabella.com.co/producto/28,2026-02-28
102,28,5,2973990,3621900,COP,pocas_unidades,https://www.amazon.com.co/producto/28,2026-03-07
103,28,2,3967900,,COP,disponible,https://www.exito.com/producto/28,2026-03-01
104,29,4,4177000,,COP,disponible,https://www.mercadolibre.com.co/producto/29,2026-03-07
105,29,1,4390990,,COP,disponible,https://www.alkosto.com/producto/29,2026-03-11
106,29,3,4087900,4834900,COP,disponible,https://www.falabella.com.co/producto/29,2026-03-06
107,29,2,3482000,,COP,agotado,https://www.exito.com/producto/29,2026-02-28
108,30,1,4471000,5136990,COP,disponible,https://www.alkosto.com/producto/30,2026-03-12
109,30,3,4145990,,COP,disponible,https://www.falabella.com.co/producto/30,2026-02-28
110,30,4,4184900,4844990,COP,disponible,https://www.mercadolibre.com.co/producto/30,2026-03-06
111,31,3,4289900,5136990,COP,disponible,https://www.falabella.com.co/producto/31,2026-03-11
112,31,2,4648000,5785900,COP,disponible,https://www.exito.com/producto/31,2026-03-04
113,31,5,5001990,,COP,disponible,https://www.amazon.com.co/producto/31,2026-03-07
114,32,5,6978000,,COP,disponible,https://www.amazon.com.co/producto/32,2026-03-03
115,32,3,7066000,7486000,COP,disponible,https://www.falabella.com.co/producto/32,2026-02-27
116,32,4,7380900,,COP,disponible,https://www.mercadolibre.com.co/producto/32,2026-03-04
117,32,2,7232900,9058990,COP,disponible,https://www.exito.com/producto/32,2026-03-07
118,33,3,2364900,,COP,disponible,https://www.falabella.com.co/producto/33,2026-03-02
119,33,5,2111990,,COP,disponible,https://www.amazon.com.co/producto/33,2026-03-08
120,33,2,2490990,,COP,disponible,https://www.exito.com/producto/33,2026-03-07
121,34,3,4698900,6108990,COP,disponible,https://www.falabella.com.co/producto/34,2026-03-11
122,34,5,4486990,,COP,pocas_unidades,https://www.amazon.com.co/producto/34,2026-02-27
123,34,1,4137000,,COP,disponible,https://www.alkosto.com/producto/34,2026-03-03
124,35,2,5371990,,COP,pocas_unidades,https://www.exito.com/producto/35,2026-03-05
125,35,3,6119990,7903990,COP,disponible,https://www.falabella.com.co/producto/35,2026-02-28
126,35,5,6291900,,COP,disponible,https://www.amazon.com.co/producto/35,2026-02-27
127,36,4,5096900,5478000,COP,disponible,https://www.mercadolibre.com.co/producto/36,2026-02-28
128,36,3,4516900,,COP,pocas_unidades,https://www.falabella.com.co/producto/36,2026-03-10
129,36,1,5260990,5628000,COP,pocas_unidades,https://www.alkosto.com/producto/36,2026-03-09
130,37,5,6319990,6931900,COP,agotado,https://www.amazon.com.co/producto/37,2026-03-04
131,37,2,5237990,6530990,COP,disponible,https://www.exito.com/producto/37,2026-03-04
132,37,3,6832900,,COP,disponible,https://www.falabella.com.co/producto/37,2026-03-07
133,37,1,5134900,6332900,COP,disponible,https://www.alkosto.com/producto/37,2026-02-28
134,38,1,7071900,,COP,disponible,https://www.alkosto.com/producto/38,2026-03-09
135,38,3,7972900,,COP,disponible,https://www.falabella.com.co/producto/38,2026-03-07
136,38,2,7828900,,COP,disponible,https://www.exito.com/producto/38,2026-03-01
137,38,4,8192000,,COP,disponible,https://www.mercadolibre.com.co/producto/38,2026-03-05
138,39,5,6064000,,COP,disponible,https://www.amazon.com.co/producto/39,2026-03-06
139,39,4,7132900,8626000,COP,pocas_unidades,https://www.mercadolibre.com.co/producto/39,2026-03-04
140,39,1,6529900,7848900,COP,disponible,https://www.alkosto.com/producto/39,2026-03-12
141,40,3,8614900,11012900,COP,pocas_unidades,https://www.falabella.com.co/producto/40,2026-03-08
142,40,5,8531990,,COP,disponible,https://www.amazon.com.co/producto/40,2026-03-08
143,40,1,9297990,11745900,COP,pocas_unidades,https://www.alkosto.com/producto/40,2026-03-10
144,41,4,4666990,5931900,COP,disponible,https://www.mercadolibre.com.co/producto/41,2026-03-08
145,41,1,5048900,6272990,COP,disponible,https://www.alkosto.com/producto/41,2026-03-11
146,41,2,4434900,5411000,COP,pocas_unidades,https://www.exito.com/producto/41,2026-03-10
147,42,1,2865990,,COP,agotado,https://www.alkosto.com/producto/42,2026-03-03
148,42,3,2515990,,COP,disponible,https://www.falabella.com.co/producto/42,2026-03-03
149,42,5,3223900,,COP,disponible,https://www.amazon.com.co/producto/42,2026-03-12
150,42,2,3247990,3582990,COP,disponible,https://www.exito.com/producto/42,2026-03-06
151,42,4,2401990,3097900,COP,pocas_unidades,https://www.mercadolibre.com.co/producto/42,2026-03-09
152,43,3,6383900,7420990,COP,disponible,https://www.falabella.com.co/producto/43,2026-03-11
153,43,4,7764990,10021990,COP,disponible,https://www.mercadolibre.com.co/producto/43,2026-02-27
154,43,1,6953000,7578990,COP,disponible,https://www.alkosto.com/producto/43,2026-03-05
155,43,2,6359900,7303900,COP,disponible,https://www.exito.com/producto/43,2026-03-09
156,44,1,5812990,6903990,COP,disponible,https://www.alkosto.com/producto/44,2026-03-02
157,44,2,5932900,7409000,COP,agotado,https://www.exito.com/producto/44,2026-03-04
158,45,5,2435000,2866990,COP,disponible,https://www.amazon.com.co/producto/45,2026-03-04
159,45,3,2306900,,COP,disponible,https://www.falabella.com.co/producto/45,2026-03-07
160,45,1,1973900,2465900,COP,disponible,https://www.alkosto.com/producto/45,2026-03-03
161,46,4,4367990,,COP,pocas_unidades,https://www.mercadolibre.com.co/producto/46,2026-02-27
162,46,3,4830990,5750900,COP,disponible,https://www.falabella.com.co/producto/46,2026-03-04
163,46,2,5166900,,COP,disponible,https://www.exito.com/producto/46,2026-03-07
164,47,3,4582000,,COP,disponible,https://www.falabella.com.co/producto/47,2026-03-11
165,47,5,4825000,,COP,disponible,https://www.amazon.com.co/producto/47,2026-03-09
166,47,1,4978990,,COP,disponible,https://www.alkosto.com/producto/47,2026-03-10
167,47,2,5301990,6455990,COP,disponible,https://www.exito.com/producto/47,2026-03-09
168,47,4,4201900,4907990,COP,agotado,https://www.mercadolibre.com.co/producto/47,2026-03-12
169,48,1,3541990,4590000,COP,agotado,https://www.alkosto.com/producto/48,2026-03-05
170,48,4,3842900,,COP,pocas_unidades,https://www.mercadolibre.com.co/producto/48,2026-03-10
171,48,2,3748990,,COP,disponible,https://www.exito.com/producto/48,2026-03-07
172,48,5,3738000,,COP,pocas_unidades,https://www.amazon.com.co/producto/48,2026-03-12
173,48,3,4147990,,COP,disponible,https://www.falabella.com.co/producto/48,2026-03-09
174,49,3,6989000,,COP,disponible,https://www.falabella.com.co/producto/49,2026-03-12
175,49,5,8214990,9658000,COP,disponible,https://www.amazon.com.co/producto/49,2026-03-01
176,49,2,9433000,10424990,COP,disponible,https://www.exito.com/producto/49,2026-03-05
177,50,2,4087900,4813900,COP,disponible,https://www.exito.com/producto/50,2026-03-05
178,50,5,3712990,4328000,COP,disponible,https://www.amazon.com.co/producto/50,2026-03-01
179,50,1,3512900,,COP,disponible,https://www.alkosto.com/producto/50,2026-03-03
180,50,4,3722900,3964900,COP,disponible,https://www.mercadolibre.com.co/producto/50,2026-02-26
181,50,3,3552990,,COP,disponible,https://www.falabella.com.co/producto/50,2026-02-28
182,51,2,6363900,,COP,disponible,https://www.exito.com/producto/51,2026-03-09
183,51,1,5792990,,COP,pocas_unidades,https://www.alkosto.com/producto/51,2026-03-01
184,51,4,5532900,,COP,pocas_unidades,https://www.mercadolibre.com.co/producto/51,2026-02-26
185,51,5,5496990,6588900,COP,disponible,https://www.amazon.com.co/producto/51,2026-03-03
186,52,3,4092000,4866990,COP,pocas_unidades,https://www.falabella.com.co/producto/52,2026-02-26
187,52,2,4025900,4274000,COP,disponible,https://www.exito.com/producto/52,2026-03-02
188,52,4,4919000,,COP,disponible,https://www.mercadolibre.com.co/producto/52,2026-03-06
189,52,1,4320990,5455000,COP,pocas_unidades,https://www.alkosto.com/producto/52,2026-02-27
190,53,4,3712990,,COP,disponible,https://www.mercadolibre.com.co/producto/53,2026-03-04
191,53,1,3058000,3905990,COP,disponible,https://www.alkosto.com/producto/53,2026-02-26
192,54,4,6762900,7474990,COP,disponible,https://www.mercadolibre.com.co/producto/54,2026-03-12
193,54,1,8219990,,COP,disponible,https://www.alkosto.com/producto/54,2026-03-08
194,54,3,6803900,7562990,COP,agotado,https://www.falabella.com.co/producto/54,2026-03-02
195,54,2,6821900,,COP,pocas_unidades,https://www.exito.com/producto/54,2026-03-02
196,54,5,7110000,8746900,COP,agotado,https://www.amazon.com.co/producto/54,2026-03-10
197,55,5,2499990,2635000,COP,agotado,https://www.amazon.com.co/producto/55,2026-03-04
198,55,4,2509900,,COP,disponible,https://www.mercadolibre.com.co/producto/55,2026-02-26
199,56,2,5209900,5482990,COP,disponible,https://www.exito.com/producto/56,2026-03-11
200,56,3,5310000,6713900,COP,disponible,https://www.falabella.com.co/producto/56,2026-02-26
201,56,4,4618990,,COP,pocas_unidades,https://www.mercadolibre.com.co/producto/56,2026-03-01
202,56,1,5382900,,COP,agotado,https://www.alkosto.com/producto/56,2026-03-02
203,56,5,6131990,,COP,agotado,https://www.amazon.com.co/producto/56,2026-03-10
204,57,3,5792990,,COP,agotado,https://www.falabella.com.co/producto/57,2026-03-06
205,57,1,5763000,,COP,disponible,https://www.alkosto.com/producto/57,2026-03-05
206,57,4,5822900,7103900,COP,pocas_unidades,https://www.mercadolibre.com.co/producto/57,2026-03-11
207,57,2,5701990,,COP,disponible,https://www.exito.com/producto/57,2026-03-11
208,58,5,6589990,7454900,COP,disponible,https://www.amazon.com.co/producto/58,2026-03-12
209,58,4,6237900,,COP,agotado,https://www.mercadolibre.com.co/producto/58,2026-03-04
210,58,1,7481990,9137990,COP,disponible,https://www.alkosto.com/producto/58,2026-03-10
211,59,1,4368990,5529900,COP,disponible,https://www.alkosto.com/producto/59,2026-03-07
212,59,2,5106990,5771990,COP,disponible,https://www.exito.com/producto/59,2026-03-05
213,59,4,5318000,6508900,COP,pocas_unidades,https://www.mercadolibre.com.co/producto/59,2026-03-03
214,60,1,4370990,,COP,disponible,https://www.alkosto.com/producto/60,2026-02-28
215,60,4,4692990,5398990,COP,agotado,https://www.mercadolibre.com.co/producto/60,2026-02-26
216,60,3,5069990,6551990,COP,disponible,https://www.falabella.com.co/producto/60,2026-03-03
217,60,2,4127990,,COP,disponible,https://www.exito.com/producto/60,2026-03-07
218,61,5,5457900,7013990,COP,disponible,https://www.amazon.com.co/producto/61,2026-03-07
219,61,2,5528990,6286900,COP,pocas_unidades,https://www.exito.com/producto/61,2026-03-05
220,61,4,5523900,6918900,COP,pocas_unidades,https://www.mercadolibre.com.co/producto/61,2026-03-12
221,61,1,5880990,,COP,disponible,https://www.alkosto.com/producto/61,2026-03-01
222,62,4,7551900,9439990,COP,disponible,https://www.mercadolibre.com.co/producto/62,2026-03-10
223,62,5,7336900,9286990,COP,disponible,https://www.amazon.com.co/producto/62,2026-03-02
224,62,1,7844900,8920900,COP,disponible,https://www.alkosto.com/producto/62,2026-03-03
225,63,4,5164000,,COP,disponible,https://www.mercadolibre.com.co/producto/63,2026-03-03
226,63,2,5579900,6131900,COP,disponible,https://www.exito.com/producto/63,2026-03-04
227,63,3,5839900,7358900,COP,disponible,https://www.falabella.com.co/producto/63,2026-03-10
228,64,1,6309990,8202900,COP,disponible,https://www.alkosto.com/producto/64,2026-03-08
229,64,4,6464900,,COP,pocas_unidades,https://www.mercadolibre.com.co/producto/64,2026-03-11
230,64,3,5359990,,COP,pocas_unidades,https://www.falabella.com.co/producto/64,2026-02-27
231,64,5,6112990,,COP,disponible,https://www.amazon.com.co/producto/64,2026-02-28
232,65,3,4721900,5640000,COP,disponible,https://www.falabella.com.co/producto/65,2026-03-02
233,65,2,4197900,5195000,COP,agotado,https://www.exito.com/producto/65,2026-03-05
234,65,5,4025900,,COP,pocas_unidades,https://www.amazon.com.co/producto/65,2026-02-27
235,65,1,4585900,,COP,disponible,https://www.alkosto.com/producto/65,2026-03-01
236,65,4,3660990,4729990,COP,disponible,https://www.mercadolibre.com.co/producto/65,2026-03-05
237,66,2,4296000,4909990,COP,disponible,https://www.exito.com/producto/66,2026-03-12
238,66,3,4636990,4974900,COP,disponible,https://www.falabella.com.co/producto/66,2026-03-12
239,66,1,4271990,5211900,COP,disponible,https://www.alkosto.com/producto/66,2026-03-12
240,67,2,2465990,,COP,agotado,https://www.exito.com/producto/67,2026-03-10
241,67,1,2610900,,COP,pocas_unidades,https://www.alkosto.com/producto/67,2026-03-11
242,67,3,2220900,2545900,COP,pocas_unidades,https://www.falabella.com.co/producto/67,2026-03-07
243,67,4,2308900,2771990,COP,pocas_unidades,https://www.mercadolibre.com.co/producto/67,2026-03-08
244,68,1,6194990,7350990,COP,disponible,https://www.alkosto.com/producto/68,2026-02-28
245,68,3,7449900,7948000,COP,disponible,https://www.falabella.com.co/producto/68,2026-03-09
246,69,2,4699900,,COP,disponible,https://www.exito.com/producto/69,2026-03-11
247,69,3,5683000,,COP,pocas_unidades,https://www.falabella.com.co/producto/69,2026-03-02
248,69,5,4809990,,COP,disponible,https://www.amazon.com.co/producto/69,2026-03-10
249,69,1,5216990,,COP,disponible,https://www.alkosto.com/producto/69,2026-03-01
250,69,4,5260000,,COP,pocas_unidades,https://www.mercadolibre.com.co/producto/69,2026-03-11
251,70,1,4919900,5746900,COP,disponible,https://www.alkosto.com/producto/70,2026-02-26
252,70,5,6585900,8420900,COP,disponible,https://www.amazon.com.co/producto/70,2026-03-09
253,70,4,5619000,6009000,COP,disponible,https://www.mercadolibre.com.co/producto/70,2026-03-11
254,71,5,2821900,,COP,disponible,https://www.amazon.com.co/producto/71,2026-02-28
255,71,3,3330990,4273900,COP,disponible,https://www.falabella.com.co/producto/71,2026-03-09
256,71,4,3077900,,COP,pocas_unidades,https://www.mercadolibre.com.co/producto/71,2026-03-12
257,72,3,4801900,5724900,COP,agotado,https://www.falabella.com.co/producto/72,2026-03-02
258,72,4,4383000,,COP,pocas_unidades,https://www.mercadolibre.com.co/producto/72,2026-02-26
259,72,5,5106000,5707900,COP,disponible,https://www.amazon.com.co/producto/72,2026-03-09
260,73,3,6107990,,COP,disponible,https://www.falabella.com.co/producto/73,2026-03-06
261,73,1,7294000,,COP,disponible,https://www.alkosto.com/producto/73,2026-03-10
262,74,1,4881900,,COP,agotado,https://www.alkosto.com/producto/74,2026-03-11
263,74,3,5993000,7703900,COP,agotado,https://www.falabella.com.co/producto/74,2026-03-10
264,74,5,5295900,6067900,COP,disponible,https://www.amazon.com.co/producto/74,2026-03-10
265,75,2,3054990,,COP,pocas_unidades,https://www.exito.com/producto/75,2026-03-06
266,75,4,3173990,,COP,agotado,https://www.mercadolibre.com.co/producto/75,2026-03-07
267,75,1,3328900,3517990,COP,disponible,https://www.alkosto.com/producto/75,2026-03-09
268,76,2,4705000,,COP,pocas_unidades,https://www.exito.com/producto/76,2026-03-12
269,76,4,4760990,5668990,COP,agotado,https://www.mercadolibre.com.co/producto/76,2026-02-27
270,76,5,5621900,6149900,COP,disponible,https://www.amazon.com.co/producto/76,2026-03-11
271,76,1,5165900,5425990,COP,pocas_unidades,https://www.alkosto.com/producto/76,2026-03-09
272,77,1,5830900,,COP,disponible,https://www.alkosto.com/producto/77,2026-03-05
273,77,3,4846990,,COP,disponible,https://www.falabella.com.co/producto/77,2026-02-26
274,77,2,5168990,,COP,disponible,https://www.exito.com/producto/77,2026-03-06
275,78,3,4725000,5274990,COP,disponible,https://www.falabella.com.co/producto/78,2026-03-01
276,78,2,3938900,,COP,disponible,https://www.exito.com/producto/78,2026-03-12
277,78,5,4600990,,COP,pocas_unidades,https://www.amazon.com.co/producto/78,2026-03-05
278,79,4,5208990,,COP,disponible,https://www.mercadolibre.com.co/producto/79,2026-03-01
279,79,2,6288990,,COP,disponible,https://www.exito.com/producto/79,2026-03-06
280,79,3,4784990,,COP,disponible,https://www.falabella.com.co/producto/79,2026-03-06
281,80,5,5943900,6413900,COP,disponible,https://www.amazon.com.co/producto/80,2026-03-05
282,80,4,5985900,,COP,disponible,https://www.mercadolibre.com.co/producto/80,2026-03-06
283,80,1,6401000,6792900,COP,disponible,https://www.alkosto.com/producto/80,2026-03-05
284,80,3,6311990,7814900,COP,disponible,https://www.falabella.com.co/producto/80,2026-03-11
285,81,5,4493990,5194900,COP,agotado,https://www.amazon.com.co/producto/81,2026-03-09
286,81,2,4057990,5184900,COP,disponible,https://www.exito.com/producto/81,2026-03-11
287,81,1,3766000,,COP,disponible,https://www.alkosto.com/producto/81,2026-03-04
288,81,4,4369990,5441900,COP,disponible,https://www.mercadolibre.com.co/producto/81,2026-03-06
289,82,4,8254000,,COP,disponible,https://www.mercadolibre.com.co/producto/82,2026-03-12
290,82,1,8373000,9820900,COP,disponible,https://www.alkosto.com/producto/82,2026-02-27
291,82,2,7147900,,COP,disponible,https://www.exito.com/producto/82,2026-03-07
292,82,3,7435900,8201900,COP,disponible,https://www.falabella.com.co/producto/82,2026-03-01
293,83,1,5585900,6752900,COP,disponible,https://www.alkosto.com/producto/83,2026-03-02
294,83,3,5593990,7217900,COP,disponible,https://www.falabella.com.co/producto/83,2026-03-03
295,84,1,4841900,5820000,COP,agotado,https://www.alkosto.com/producto/84,2026-03-01
296,84,5,4906900,,COP,disponible,https://www.amazon.com.co/producto/84,2026-02-27
297,84,2,4310900,5088990,COP,disponible,https://www.exito.com/producto/84,2026-03-06
298,85,2,4409000,,COP,disponible,https://www.exito.com/producto/85,2026-03-01
299,85,5,4547000,5250900,COP,disponible,https://www.amazon.com.co/producto/85,2026-03-01
300,85,1,4859990,,COP,pocas_unidades,https://www.alkosto.com/producto/85,2026-03-07
301,86,3,6238000,7463900,COP,disponible,https://www.falabella.com.co/producto/86,2026-02-27
302,86,2,5474990,6598900,COP,disponible,https://www.exito.com/producto/86,2026-02-26
303,87,2,5734900,6413990,COP,pocas_unidades,https://www.exito.com/producto/87,2026-03-03
304,87,1,6084900,7049900,COP,disponible,https://www.alkosto.com/producto/87,2026-03-06
305,88,3,4000900,,COP,agotado,https://www.falabella.com.co/producto/88,2026-03-08
306,88,5,4209990,4775990,COP,agotado,https://www.amazon.com.co/producto/88,2026-03-07
307,88,1,4255990,5434900,COP,disponible,https://www.alkosto.com/producto/88,2026-03-12
308,88,4,4584990,4839990,COP,disponible,https://www.mercadolibre.com.co/producto/88,2026-03-10
309,89,2,3037900,,COP,disponible,https://www.exito.com/producto/89,2026-03-08
310,89,5,3460900,,COP,disponible,https://www.amazon.com.co/producto/89,2026-03-11
311,89,3,3372000,3629990,COP,disponible,https://www.falabella.com.co/producto/89,2026-03-03
312,90,5,7052990,9129000,COP,disponible,https://www.amazon.com.co/producto/90,2026-03-05
313,90,4,6867900,,COP,pocas_unidades,https://www.mercadolibre.com.co/producto/90,2026-03-07
314,90,1,5853900,7255900,COP,pocas_unidades,https://www.alkosto.com/producto/90,2026-03-12
